,id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
3153,8765,location 1033,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
3154,17995,location 705,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
3155,11826,location 1010,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
3156,321,location 921,1,severity_type 2,resource_type 8,feature 82,2,event_type 15
3157,379,location 742,0,severity_type 1,resource_type 8,feature 25,8,event_type 11
3158,12468,location 165,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
3159,2388,location 744,2,severity_type 1,resource_type 8,feature 179,2,event_type 11
3160,1470,location 657,1,severity_type 1,resource_type 10,feature 345,3,event_type 18
3161,4819,location 1107,2,severity_type 1,resource_type 8,feature 193,7,event_type 11
3162,9132,location 914,0,severity_type 4,resource_type 7,feature 306,1,event_type 23
3163,12959,location 962,2,severity_type 2,resource_type 8,feature 82,92,event_type 15
3164,12652,location 932,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
3165,6585,location 866,2,severity_type 1,resource_type 8,feature 170,17,event_type 11
3166,8908,location 1063,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
3167,18466,location 603,0,severity_type 1,resource_type 8,feature 170,4,event_type 11
3168,9483,location 1063,1,severity_type 1,resource_type 8,feature 187,3,event_type 11
3169,15562,location 133,0,severity_type 2,resource_type 2,feature 312,9,event_type 34
3170,16667,location 228,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
3171,6772,location 33,0,severity_type 4,resource_type 3,feature 37,1,event_type 10
3172,5836,location 555,2,severity_type 1,resource_type 8,feature 200,2,event_type 11
3173,16155,location 603,0,severity_type 4,resource_type 8,feature 279,1,event_type 31
3174,2192,location 240,0,severity_type 2,resource_type 2,feature 233,3,event_type 34
3175,5347,location 889,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
3176,10458,location 638,2,severity_type 1,resource_type 2,feature 283,5,event_type 44
3177,16733,location 1069,0,severity_type 1,resource_type 8,feature 209,7,event_type 11
3178,15420,location 810,2,severity_type 2,resource_type 8,feature 82,7,event_type 15
3179,1399,location 821,2,severity_type 1,resource_type 8,feature 80,2,event_type 11
3180,13004,location 821,0,severity_type 1,resource_type 2,feature 82,18,event_type 54
3181,3343,location 126,0,severity_type 2,resource_type 2,feature 227,1,event_type 34
3182,13981,location 228,0,severity_type 4,resource_type 2,feature 314,1,event_type 35
3183,12539,location 695,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
3184,8717,location 170,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
3185,15108,location 15,0,severity_type 2,resource_type 8,feature 171,1,event_type 11
3186,15178,location 507,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
3187,4085,location 798,1,severity_type 1,resource_type 8,feature 203,4,event_type 15
3188,10839,location 696,0,severity_type 2,resource_type 8,feature 54,10,event_type 11
3189,3431,location 102,1,severity_type 2,resource_type 2,feature 310,9,event_type 35
3190,2793,location 1037,0,severity_type 1,resource_type 8,feature 149,6,event_type 20
3191,11936,location 445,0,severity_type 2,resource_type 2,feature 312,16,event_type 34
3192,18099,location 757,0,severity_type 1,resource_type 8,feature 204,2,event_type 11
3193,1143,location 878,0,severity_type 2,resource_type 8,feature 195,4,event_type 11
3194,4209,location 1086,2,severity_type 2,resource_type 8,feature 82,23,event_type 15
3195,9787,location 1014,1,severity_type 1,resource_type 8,feature 54,2,event_type 13
3196,5709,location 736,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
3197,11925,location 830,0,severity_type 1,resource_type 8,feature 87,2,event_type 11
3198,12127,location 38,0,severity_type 5,resource_type 9,feature 153,1,event_type 10
3199,2251,location 330,0,severity_type 4,resource_type 2,feature 313,1,event_type 35
3200,11407,location 471,0,severity_type 2,resource_type 2,feature 312,5,event_type 35
3201,3417,location 584,0,severity_type 1,resource_type 8,feature 73,6,event_type 11
3202,10171,location 1050,1,severity_type 1,resource_type 6,feature 273,2,event_type 11
3203,8759,location 1018,0,severity_type 2,resource_type 8,feature 193,2,event_type 15
3204,9221,location 653,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
3205,2722,location 803,1,severity_type 1,resource_type 8,feature 85,1,event_type 11
3206,8215,location 892,0,severity_type 2,resource_type 2,feature 292,106,event_type 51
3207,18075,location 856,1,severity_type 1,resource_type 4,feature 170,1,event_type 11
3208,3388,location 147,0,severity_type 2,resource_type 2,feature 313,2,event_type 34
3209,2304,location 292,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
3210,10437,location 540,2,severity_type 1,resource_type 8,feature 205,1,event_type 11
3211,10203,location 241,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
3212,15914,location 155,0,severity_type 2,resource_type 2,feature 232,13,event_type 34
3213,16000,location 334,0,severity_type 2,resource_type 2,feature 235,1,event_type 35
3214,6994,location 1046,0,severity_type 2,resource_type 8,feature 68,2,event_type 11
3215,18300,location 244,0,severity_type 2,resource_type 2,feature 312,5,event_type 34
3216,18426,location 155,0,severity_type 2,resource_type 2,feature 312,2,event_type 35
3217,16143,location 834,0,severity_type 2,resource_type 8,feature 203,16,event_type 15
3218,9888,location 826,1,severity_type 1,resource_type 6,feature 273,4,event_type 13
3219,6166,location 1046,1,severity_type 1,resource_type 6,feature 68,4,event_type 11
3220,6351,location 1109,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
3221,16766,location 816,1,severity_type 4,resource_type 7,feature 223,1,event_type 23
3222,6283,location 638,2,severity_type 1,resource_type 2,feature 283,7,event_type 44
3223,17421,location 845,1,severity_type 2,resource_type 8,feature 172,1,event_type 15
3224,2606,location 641,0,severity_type 1,resource_type 2,feature 283,4,event_type 42
3225,18036,location 7,0,severity_type 1,resource_type 8,feature 70,6,event_type 11
3226,4273,location 600,1,severity_type 2,resource_type 8,feature 203,10,event_type 15
3227,11827,location 126,0,severity_type 1,resource_type 2,feature 307,3,event_type 35
3228,6842,location 430,0,severity_type 2,resource_type 2,feature 312,4,event_type 34
3229,6355,location 759,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
3230,5456,location 995,1,severity_type 1,resource_type 8,feature 80,1,event_type 15
3231,5632,location 921,0,severity_type 2,resource_type 8,feature 82,7,event_type 15
3232,2320,location 715,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3233,10008,location 172,0,severity_type 2,resource_type 2,feature 312,8,event_type 35
3234,4035,location 710,1,severity_type 2,resource_type 8,feature 60,2,event_type 11
3235,17576,location 808,0,severity_type 1,resource_type 8,feature 71,2,event_type 11
3236,12319,location 509,0,severity_type 2,resource_type 2,feature 232,14,event_type 35
3237,13390,location 976,2,severity_type 1,resource_type 8,feature 80,10,event_type 11
3238,4397,location 516,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
3239,13216,location 948,1,severity_type 1,resource_type 6,feature 273,1,event_type 13
3240,18098,location 613,0,severity_type 1,resource_type 8,feature 82,12,event_type 54
3241,5876,location 506,0,severity_type 2,resource_type 2,feature 232,61,event_type 35
3242,13647,location 599,1,severity_type 2,resource_type 8,feature 82,2,event_type 15
3243,16952,location 242,0,severity_type 2,resource_type 2,feature 234,39,event_type 34
3244,4299,location 944,0,severity_type 1,resource_type 8,feature 170,1,event_type 11
3245,10031,location 311,1,severity_type 1,resource_type 2,feature 134,1,event_type 20
3246,1568,location 763,0,severity_type 2,resource_type 8,feature 82,16,event_type 15
3247,11310,location 328,0,severity_type 2,resource_type 2,feature 313,1,event_type 35
3248,17601,location 1097,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
3249,16902,location 763,0,severity_type 1,resource_type 8,feature 203,2,event_type 11
3250,14479,location 957,0,severity_type 1,resource_type 8,feature 81,4,event_type 11
3251,13232,location 856,1,severity_type 2,resource_type 8,feature 75,1,event_type 22
3252,6897,location 1051,2,severity_type 1,resource_type 8,feature 54,1,event_type 11
3253,5562,location 995,2,severity_type 1,resource_type 8,feature 193,3,event_type 11
3254,9393,location 242,0,severity_type 2,resource_type 2,feature 234,43,event_type 35
3255,5314,location 169,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
3256,6023,location 714,1,severity_type 2,resource_type 8,feature 54,1,event_type 11
3257,18253,location 1019,1,severity_type 2,resource_type 8,feature 82,16,event_type 15
3258,5028,location 962,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
3259,18415,location 159,1,severity_type 2,resource_type 2,feature 232,1,event_type 35
3260,5367,location 1106,0,severity_type 2,resource_type 8,feature 54,1,event_type 11
3261,13269,location 1107,2,severity_type 2,resource_type 2,feature 238,1,event_type 38
3262,8025,location 126,0,severity_type 2,resource_type 2,feature 313,11,event_type 35
3263,15047,location 937,2,severity_type 1,resource_type 8,feature 86,1,event_type 11
3264,16669,location 600,2,severity_type 1,resource_type 8,feature 203,10,event_type 15
3265,16073,location 441,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
3266,12844,location 1097,0,severity_type 1,resource_type 1,feature 182,1,event_type 11
3267,14601,location 19,0,severity_type 2,resource_type 8,feature 55,3,event_type 11
3268,14434,location 754,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3269,18474,location 821,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
3270,13042,location 919,0,severity_type 2,resource_type 8,feature 81,2,event_type 11
3271,17988,location 451,0,severity_type 2,resource_type 2,feature 233,1,event_type 35
3272,17194,location 942,0,severity_type 1,resource_type 8,feature 54,1,event_type 13
3273,3998,location 159,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
3274,5457,location 1075,2,severity_type 2,resource_type 8,feature 203,5,event_type 15
3275,9199,location 653,0,severity_type 2,resource_type 8,feature 203,2,event_type 15
3276,10050,location 989,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
3277,15830,location 1086,2,severity_type 2,resource_type 8,feature 80,4,event_type 15
3278,17739,location 328,1,severity_type 2,resource_type 2,feature 313,2,event_type 34
3279,3943,location 821,1,severity_type 2,resource_type 8,feature 82,10,event_type 15
3280,13144,location 763,1,severity_type 2,resource_type 8,feature 82,6,event_type 15
3281,9804,location 684,2,severity_type 2,resource_type 8,feature 82,28,event_type 15
3282,14357,location 122,0,severity_type 2,resource_type 2,feature 232,10,event_type 35
3283,17928,location 252,1,severity_type 1,resource_type 2,feature 348,1,event_type 12
3284,1991,location 354,1,severity_type 2,resource_type 2,feature 307,1,event_type 34
3285,17371,location 745,1,severity_type 1,resource_type 4,feature 170,1,event_type 14
3286,16054,location 864,2,severity_type 1,resource_type 8,feature 87,2,event_type 11
3287,12856,location 931,0,severity_type 2,resource_type 8,feature 80,5,event_type 15
3288,1274,location 410,1,severity_type 2,resource_type 2,feature 235,1,event_type 34
3289,5329,location 421,1,severity_type 1,resource_type 2,feature 134,2,event_type 11
3290,9506,location 240,0,severity_type 2,resource_type 2,feature 313,2,event_type 35
3291,16812,location 942,0,severity_type 1,resource_type 8,feature 273,1,event_type 18
3292,3507,location 808,0,severity_type 1,resource_type 8,feature 168,1,event_type 11
3293,10545,location 613,1,severity_type 1,resource_type 8,feature 203,15,event_type 15
3294,2298,location 684,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
3295,2783,location 470,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
3296,1548,location 1107,2,severity_type 2,resource_type 8,feature 82,4,event_type 15
3297,18226,location 408,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
3298,4231,location 834,1,severity_type 2,resource_type 8,feature 203,1,event_type 15
3299,6837,location 102,0,severity_type 2,resource_type 2,feature 230,26,event_type 34
3300,15360,location 687,0,severity_type 1,resource_type 8,feature 54,3,event_type 11
3301,17009,location 662,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
3302,16451,location 893,0,severity_type 1,resource_type 2,feature 375,2,event_type 43
3303,18319,location 505,0,severity_type 2,resource_type 2,feature 312,35,event_type 34
3304,13815,location 734,2,severity_type 1,resource_type 8,feature 68,1,event_type 11
3305,2340,location 976,2,severity_type 2,resource_type 8,feature 80,6,event_type 15
3306,4319,location 1099,0,severity_type 1,resource_type 8,feature 70,2,event_type 11
3307,11025,location 890,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
3308,6805,location 420,1,severity_type 2,resource_type 2,feature 232,5,event_type 35
3309,11172,location 380,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
3310,7020,location 644,2,severity_type 1,resource_type 2,feature 288,1,event_type 49
3311,16939,location 560,1,severity_type 1,resource_type 8,feature 79,1,event_type 11
3312,18542,location 495,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
3313,2854,location 1011,1,severity_type 5,resource_type 9,feature 218,1,event_type 30
3314,14501,location 511,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3315,13581,location 181,1,severity_type 2,resource_type 2,feature 313,2,event_type 34
3316,13007,location 72,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3317,698,location 821,0,severity_type 1,resource_type 8,feature 82,41,event_type 15
3318,14608,location 451,0,severity_type 2,resource_type 2,feature 233,22,event_type 35
3319,7675,location 184,1,severity_type 2,resource_type 2,feature 307,1,event_type 35
3320,10293,location 1018,0,severity_type 1,resource_type 8,feature 80,16,event_type 15
3321,3615,location 984,2,severity_type 1,resource_type 8,feature 170,3,event_type 13
3322,18370,location 967,0,severity_type 1,resource_type 8,feature 170,1,event_type 11
3323,2713,location 919,0,severity_type 1,resource_type 8,feature 171,16,event_type 11
3324,6220,location 600,2,severity_type 2,resource_type 8,feature 203,6,event_type 15
3325,17211,location 231,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
3326,8292,location 198,1,severity_type 1,resource_type 2,feature 134,1,event_type 20
3327,3506,location 400,0,severity_type 4,resource_type 2,feature 301,1,event_type 35
3328,11304,location 7,0,severity_type 2,resource_type 8,feature 70,3,event_type 11
3329,15325,location 813,1,severity_type 1,resource_type 8,feature 172,1,event_type 15
3330,4675,location 653,2,severity_type 1,resource_type 2,feature 201,1,event_type 54
3331,13844,location 697,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3332,3409,location 1056,1,severity_type 1,resource_type 10,feature 273,2,event_type 11
3333,10340,location 976,0,severity_type 2,resource_type 8,feature 203,3,event_type 15
3334,16922,location 122,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
3335,14299,location 124,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
3336,13044,location 17,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
3337,4743,location 119,0,severity_type 2,resource_type 8,feature 160,1,event_type 11
3338,3642,location 276,0,severity_type 4,resource_type 2,feature 312,2,event_type 35
3339,2433,location 294,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3340,17032,location 1089,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
3341,2839,location 962,0,severity_type 1,resource_type 8,feature 203,4,event_type 11
3342,3807,location 1058,0,severity_type 1,resource_type 8,feature 170,2,event_type 11
3343,12662,location 707,0,severity_type 2,resource_type 8,feature 71,7,event_type 15
3344,10158,location 13,1,severity_type 4,resource_type 7,feature 222,1,event_type 22
3345,3444,location 292,0,severity_type 4,resource_type 2,feature 312,3,event_type 35
3346,2565,location 897,1,severity_type 1,resource_type 2,feature 291,1,event_type 42
3347,6859,location 932,0,severity_type 1,resource_type 8,feature 201,29,event_type 11
3348,6305,location 684,0,severity_type 1,resource_type 8,feature 193,1,event_type 15
3349,8774,location 100,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3350,2926,location 1100,2,severity_type 1,resource_type 8,feature 80,6,event_type 11
3351,15249,location 805,0,severity_type 1,resource_type 8,feature 51,1,event_type 11
3352,5663,location 661,1,severity_type 2,resource_type 7,feature 306,1,event_type 11
3353,3530,location 758,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
3354,1134,location 16,2,severity_type 1,resource_type 8,feature 155,10,event_type 11
3355,239,location 881,1,severity_type 1,resource_type 6,feature 345,1,event_type 13
3356,15089,location 995,2,severity_type 2,resource_type 8,feature 203,11,event_type 15
3357,10141,location 648,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
3358,4186,location 814,0,severity_type 1,resource_type 8,feature 70,5,event_type 11
3359,1235,location 1,1,severity_type 1,resource_type 8,feature 82,12,event_type 11
3360,17721,location 609,0,severity_type 2,resource_type 7,feature 75,1,event_type 11
3361,7194,location 794,0,severity_type 1,resource_type 7,feature 306,2,event_type 23
3362,13168,location 707,0,severity_type 1,resource_type 8,feature 193,8,event_type 26
3363,4328,location 823,1,severity_type 1,resource_type 8,feature 80,1,event_type 15
3364,9923,location 74,0,severity_type 2,resource_type 8,feature 35,2,event_type 11
3365,12394,location 839,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
3366,5873,location 135,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
3367,4287,location 638,1,severity_type 1,resource_type 2,feature 283,3,event_type 42
3368,13013,location 242,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
3369,16112,location 504,0,severity_type 2,resource_type 2,feature 312,3,event_type 34
3370,8092,location 255,0,severity_type 4,resource_type 2,feature 312,6,event_type 35
3371,3420,location 1024,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3372,17821,location 648,1,severity_type 1,resource_type 7,feature 54,1,event_type 23
3373,15102,location 1008,2,severity_type 2,resource_type 8,feature 82,15,event_type 15
3374,7755,location 478,0,severity_type 2,resource_type 2,feature 229,21,event_type 35
3375,17059,location 845,2,severity_type 2,resource_type 8,feature 82,24,event_type 15
3376,15989,location 878,0,severity_type 1,resource_type 8,feature 195,6,event_type 11
3377,8258,location 300,0,severity_type 2,resource_type 2,feature 233,3,event_type 35
3378,11315,location 147,0,severity_type 2,resource_type 2,feature 307,3,event_type 34
3379,11710,location 491,0,severity_type 1,resource_type 8,feature 215,1,event_type 34
3380,1070,location 805,0,severity_type 1,resource_type 8,feature 51,1,event_type 11
3381,6607,location 1061,1,severity_type 2,resource_type 8,feature 80,4,event_type 15
3382,9867,location 851,0,severity_type 1,resource_type 10,feature 345,2,event_type 13
3383,17183,location 1099,0,severity_type 1,resource_type 8,feature 202,7,event_type 11
3384,6569,location 696,0,severity_type 2,resource_type 8,feature 54,15,event_type 11
3385,4693,location 836,0,severity_type 1,resource_type 8,feature 195,17,event_type 11
3386,2876,location 589,1,severity_type 1,resource_type 2,feature 219,1,event_type 20
3387,9107,location 393,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
3388,5618,location 488,0,severity_type 2,resource_type 2,feature 314,4,event_type 34
3389,1415,location 1107,1,severity_type 1,resource_type 8,feature 71,5,event_type 15
3390,8132,location 1035,1,severity_type 2,resource_type 8,feature 223,1,event_type 23
3391,6838,location 102,0,severity_type 2,resource_type 2,feature 308,1,event_type 35
3392,17430,location 419,1,severity_type 1,resource_type 2,feature 301,1,event_type 20
3393,3142,location 744,0,severity_type 1,resource_type 8,feature 68,1,event_type 13
3394,8974,location 463,0,severity_type 2,resource_type 2,feature 312,3,event_type 34
3395,5254,location 1008,0,severity_type 1,resource_type 8,feature 82,4,event_type 11
3396,15585,location 122,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
3397,1712,location 443,1,severity_type 2,resource_type 2,feature 232,1,event_type 35
3398,10737,location 244,0,severity_type 2,resource_type 2,feature 312,22,event_type 34
3399,796,location 976,2,severity_type 1,resource_type 8,feature 201,4,event_type 11
3400,7930,location 126,0,severity_type 2,resource_type 2,feature 313,6,event_type 35
3401,10299,location 257,0,severity_type 1,resource_type 2,feature 232,1,event_type 20
3402,15284,location 1052,2,severity_type 1,resource_type 8,feature 82,11,event_type 11
3403,13182,location 463,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3404,3594,location 1026,1,severity_type 2,resource_type 8,feature 170,1,event_type 14
3405,9424,location 124,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
3406,11317,location 875,1,severity_type 1,resource_type 8,feature 82,3,event_type 11
3407,16363,location 756,1,severity_type 1,resource_type 2,feature 170,1,event_type 11
3408,299,location 445,0,severity_type 2,resource_type 2,feature 232,6,event_type 34
3409,1684,location 1091,0,severity_type 1,resource_type 6,feature 345,2,event_type 13
3410,9848,location 1019,0,severity_type 2,resource_type 8,feature 82,40,event_type 15
3411,15729,location 864,1,severity_type 1,resource_type 8,feature 54,6,event_type 11
3412,3308,location 1025,1,severity_type 1,resource_type 8,feature 66,1,event_type 11
3413,7501,location 909,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
3414,11761,location 476,0,severity_type 2,resource_type 2,feature 232,8,event_type 34
3415,16081,location 477,0,severity_type 2,resource_type 2,feature 312,4,event_type 34
3416,7648,location 495,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
3417,11693,location 124,0,severity_type 2,resource_type 2,feature 313,4,event_type 35
3418,11047,location 298,0,severity_type 2,resource_type 2,feature 227,10,event_type 35
3419,17960,location 894,2,severity_type 1,resource_type 2,feature 368,21,event_type 42
3420,13666,location 504,0,severity_type 2,resource_type 2,feature 312,2,event_type 34
3421,5849,location 311,1,severity_type 2,resource_type 2,feature 312,4,event_type 35
3422,1142,location 126,0,severity_type 2,resource_type 2,feature 232,10,event_type 35
3423,2092,location 117,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
3424,1015,location 1088,0,severity_type 2,resource_type 4,feature 54,1,event_type 14
3425,1704,location 1018,1,severity_type 1,resource_type 8,feature 71,2,event_type 11
3426,14979,location 896,0,severity_type 1,resource_type 2,feature 374,1,event_type 50
3427,10479,location 1116,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
3428,1222,location 734,2,severity_type 1,resource_type 8,feature 74,1,event_type 15
3429,10619,location 301,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
3430,6318,location 818,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
3431,16831,location 266,0,severity_type 2,resource_type 2,feature 233,1,event_type 35
3432,8273,location 830,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
3433,866,location 785,1,severity_type 4,resource_type 8,feature 167,1,event_type 11
3434,17287,location 124,0,severity_type 4,resource_type 2,feature 313,2,event_type 35
3435,7654,location 1049,1,severity_type 1,resource_type 8,feature 202,4,event_type 11
3436,348,location 962,1,severity_type 1,resource_type 8,feature 203,7,event_type 11
3437,17174,location 518,0,severity_type 2,resource_type 2,feature 315,13,event_type 34
3438,10173,location 891,0,severity_type 1,resource_type 8,feature 195,35,event_type 11
3439,12103,location 716,0,severity_type 1,resource_type 8,feature 50,1,event_type 11
3440,16824,location 734,1,severity_type 1,resource_type 8,feature 82,8,event_type 11
3441,10500,location 891,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
3442,1423,location 891,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
3443,11003,location 126,0,severity_type 2,resource_type 2,feature 312,48,event_type 35
3444,1162,location 122,0,severity_type 2,resource_type 2,feature 315,3,event_type 34
3445,6120,location 288,0,severity_type 1,resource_type 8,feature 227,1,event_type 34
3446,13339,location 493,0,severity_type 1,resource_type 2,feature 301,1,event_type 34
3447,17730,location 103,0,severity_type 2,resource_type 2,feature 230,6,event_type 34
3448,16311,location 896,1,severity_type 1,resource_type 2,feature 370,2,event_type 47
3449,1852,location 794,0,severity_type 1,resource_type 2,feature 134,1,event_type 23
3450,15694,location 506,0,severity_type 2,resource_type 2,feature 233,2,event_type 35
3451,381,location 617,1,severity_type 1,resource_type 8,feature 172,2,event_type 11
3452,17879,location 763,2,severity_type 2,resource_type 8,feature 203,19,event_type 15
3453,6287,location 1082,0,severity_type 1,resource_type 8,feature 171,2,event_type 11
3454,16901,location 763,0,severity_type 2,resource_type 8,feature 82,6,event_type 15
3455,13018,location 613,2,severity_type 1,resource_type 8,feature 82,22,event_type 15
3456,5956,location 400,1,severity_type 2,resource_type 2,feature 221,1,event_type 34
3457,17360,location 1108,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
3458,13438,location 1008,0,severity_type 1,resource_type 8,feature 201,1,event_type 15
3459,5853,location 1031,0,severity_type 4,resource_type 8,feature 54,13,event_type 11
3460,9470,location 1118,1,severity_type 1,resource_type 8,feature 54,5,event_type 11
3461,7897,location 795,0,severity_type 2,resource_type 8,feature 101,106,event_type 15
3462,14906,location 760,0,severity_type 4,resource_type 2,feature 362,5,event_type 54
3463,2727,location 244,0,severity_type 2,resource_type 2,feature 232,15,event_type 35
3464,15426,location 825,1,severity_type 1,resource_type 8,feature 201,4,event_type 15
3465,6541,location 1093,1,severity_type 2,resource_type 8,feature 174,1,event_type 11
3466,16590,location 1112,0,severity_type 2,resource_type 8,feature 85,1,event_type 11
3467,8431,location 846,0,severity_type 1,resource_type 8,feature 203,16,event_type 11
3468,15232,location 177,1,severity_type 1,resource_type 2,feature 307,1,event_type 20
3469,747,location 113,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
3470,4725,location 810,2,severity_type 1,resource_type 8,feature 71,1,event_type 54
3471,13165,location 495,0,severity_type 2,resource_type 2,feature 309,3,event_type 34
3472,9021,location 240,0,severity_type 2,resource_type 2,feature 307,28,event_type 35
3473,5326,location 642,2,severity_type 1,resource_type 2,feature 289,122,event_type 50
3474,1282,location 957,0,severity_type 2,resource_type 2,feature 55,2,event_type 54
3475,1504,location 124,0,severity_type 2,resource_type 2,feature 235,1,event_type 34
3476,7291,location 957,0,severity_type 4,resource_type 8,feature 70,1,event_type 54
3477,17476,location 882,0,severity_type 1,resource_type 8,feature 55,3,event_type 11
3478,15344,location 173,1,severity_type 2,resource_type 2,feature 313,1,event_type 34
3479,9894,location 906,2,severity_type 2,resource_type 8,feature 81,4,event_type 11
3480,13154,location 1008,0,severity_type 1,resource_type 8,feature 80,10,event_type 11
3481,7836,location 181,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
3482,5539,location 496,0,severity_type 2,resource_type 2,feature 312,52,event_type 35
3483,8146,location 836,0,severity_type 2,resource_type 8,feature 195,1,event_type 11
3484,5507,location 1052,1,severity_type 2,resource_type 8,feature 82,8,event_type 15
3485,10854,location 97,1,severity_type 2,resource_type 2,feature 227,1,event_type 34
3486,5040,location 149,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
3487,2285,location 738,0,severity_type 1,resource_type 2,feature 196,1,event_type 54
3488,601,location 543,0,severity_type 1,resource_type 2,feature 134,2,event_type 20
3489,13507,location 155,0,severity_type 2,resource_type 2,feature 312,24,event_type 34
3490,8483,location 758,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3491,16450,location 619,2,severity_type 1,resource_type 8,feature 54,1,event_type 11
3492,7528,location 471,0,severity_type 2,resource_type 2,feature 314,23,event_type 35
3493,14365,location 177,0,severity_type 1,resource_type 2,feature 307,3,event_type 20
3494,7518,location 619,0,severity_type 1,resource_type 8,feature 103,251,event_type 11
3495,17102,location 779,2,severity_type 2,resource_type 8,feature 80,1,event_type 15
3496,12694,location 1107,2,severity_type 1,resource_type 8,feature 71,4,event_type 15
3497,3270,location 79,1,severity_type 1,resource_type 2,feature 219,1,event_type 10
3498,8864,location 845,0,severity_type 1,resource_type 8,feature 68,2,event_type 11
3499,12828,location 1009,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
3500,12650,location 100,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3501,5587,location 1119,0,severity_type 1,resource_type 8,feature 87,2,event_type 11
3502,11322,location 983,1,severity_type 1,resource_type 8,feature 201,1,event_type 11
3503,11436,location 1126,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
3504,7974,location 373,0,severity_type 2,resource_type 2,feature 313,6,event_type 35
3505,3885,location 976,1,severity_type 2,resource_type 8,feature 82,8,event_type 15
3506,17482,location 1107,2,severity_type 1,resource_type 8,feature 71,14,event_type 15
3507,6122,location 144,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
3508,8835,location 808,0,severity_type 2,resource_type 8,feature 71,4,event_type 15
